kode,pemda,zoom,lat,lon,2018,2022
999973,Provinsi Sulawesi Selatan,8.0,-3.6687994,119.9740534,0.33594701901830804,0.3478540285669195
999974,Provinsi Sulawesi Tenggara,8.0,-4.14491,122.174605,0.3299802529691444,0.341492112284959
999975,Provinsi Gorontalo,8.0,0.6999372,122.4467238,0.31966696999289723,0.32333543565538186
999976,Provinsi Sulawesi Barat,8.0,-2.8441371,119.2320784,0.33013132422861435,0.33835380785392943
999981,Provinsi Maluku,8.0,-3.2384616,130.1452734,0.3118886620107327,0.312130256421638
999982,Provinsi Maluku Utara,8.0,1.5709993,127.8087693,0.3156515410452168,0.31738624649818425
999991,Provinsi Papua Barat,8.0,-1.3361154,133.1747162,0.3359370314472847,0.33718375774345044
999994,Provinsi Papua,8.0,-4.269928,138.0803529,0.3306021765506624,0.33042709196456765
999915,Kab. Muna Barat,MultiPolygon,"-4,7474054","122,438893",0.3334318835325908,0.34284508907433714
999017,Kab. Buton Selatan,MultiPolygon,"-5,716067449","122,6433225",0.3211371219519413,0.3276558369337911
999016,Kab. Buton Tengah,MultiPolygon,"-5,351074374","122,388436",0.3373443726818972,0.34986675223918856
999015,Kab. Musi Rawas Utara,Polygon,"-2,875623248","102,6870295",0.3572809577710699,0.37069017198350696
999014,Kab. Konawe Kepulauan,MultiPolygon,"-4,127632468","123,0361411",0.31854426220209897,0.3253011560921707
999013,Kab. Morowali Utara,MultiPolygon,"-1,87541922","121,4573738",0.3277128339054608,0.3491547863892835
999012,Kab. Kolaka Timur,Polygon,"-3,973702574","121,6713583",0.3553347685842804,0.3727916678997
999011,Kab. Penukal Abab Lematang Ilir,Polygon,"-3,242336088","104,1084123",0.4922700022687803,0.5314045237531562
999010,Kab. Pulau Taliabu,MultiPolygon,"-1,810123146","124,6857048",0.3323624797782513,0.33360277580492403
999009,Kab. Banggai Laut,MultiPolygon,"-1,863089894","123,5318777",0.3090552682587588,0.3094548759075129
999008,Kab. Mamuju Tengah,MultiPolygon,"-2,086827318","119,3958138",0.34237557459359264,0.3586704385160193
999007,Kab. Malaka,Polygon,"-9,466933866","124,8808787",0.35078811799637033,0.3605942234848484
999006,Kab. Mahakam Ulu,Polygon,"1,037745555","114,9655331",0.34353718459004096,0.3474058578953595
999005,Kab. Pegunungan Arfak,Polygon,"-1,213153855","133,7374535",0.32763687287918264,0.32812157216698246
999004,Kab. Manokwari Selatan,Polygon,"-1,521315589","134,0194899",0.3338847828874686,0.3367300075954869
999003,Kab. Pesisir Barat,MultiPolygon,"-5,319857381","104,0661182",0.32831706345683365,0.34462582366635097
999002,Kab. Pangandaran,MultiPolygon,"-7,711819901","108,5640556",0.42280528058909345,0.4300223795572919
998510,Kab. Manggarai Barat,MultiPolygon,"-8,595953416","119,8046255",0.326350769659485,0.332224712949811
998503,Kab. Mukomuko,Polygon,"-2,733013653","101,3538934",0.3414487218375157,0.3506031506470962
998498,Kab. Teluk Wondama,MultiPolygon,"-2,367405531","134,3243462",0.3199342484907672,0.3211341688368058
998481,Kab. Teluk Bintuni,MultiPolygon,"-2,366674315","133,6496509",0.32427173961292605,0.3252992387251416
998477,Kab. Yahukimo,Polygon,"-4,494784392","139,4961312",0.3354601126006149,0.3348565180614742
998460,Kab. Waropen,MultiPolygon,"-2,576643505","136,8404339",0.34649322818023975,0.3464010157729639
998456,Kab. Raja Ampat,MultiPolygon,"-0,988080712","130,4374933",0.30728027960266685,0.30763985065498745
998442,Kab. Sorong Selatan,MultiPolygon,"-1,426864399","132,0679098",0.35405931260850687,0.35542200570154675
998435,Kab. Kaimana,MultiPolygon,"-3,725189411","134,0853101",0.3347404217960859,0.33798392247672027
998421,Kab. Pegunungan Bintang,Polygon,"-4,564479226","140,4691795",0.31360804085779664,0.31357879330413496
998414,Kab. Tolikara,Polygon,"-3,340693318","138,2701749",0.3398295331242105,0.3397293368252839
998400,Kab. Keerom,Polygon,"-3,212450487","140,5417469",0.3526407014480743,0.35252243504379743
998392,Kab. Sarmi,MultiPolygon,"-2,597246974","139,2194016",0.34283688940183044,0.342843208698311
998388,Kab. Boven Digoel,Polygon,"-6,006888367","140,2219545",0.36125222562539444,0.3620073908025569
998371,Kab. Asmat,MultiPolygon,"-5,337754854","138,5515789",0.3593998456242105,0.3593999750927241
998367,Kab. Mappi,MultiPolygon,"-6,568574022","139,0750607",0.3605676207879574,0.3612757642341382
998350,Kota Tidore Kepulauan,MultiPolygon,"0,515060997","127,5673917",0.32600503324258157,0.33054514258798956
998346,Kab. Halmahera Timur,MultiPolygon,"1,060693343","128,3675037",0.33360066731770793,0.33503389608980416
998332,Kab. Kepulauan Sula,MultiPolygon,"-1,912656608","125,8161612",0.31947023333925206,0.3207490185053659
998325,Kab. Halmahera Selatan,MultiPolygon,"-0,693985927","127,7038638",0.32206964049676473,0.3235712286438601
998311,Kab. Halmahera Utara,MultiPolygon,"1,803047342","127,8988611",0.3316556680082066,0.33515038076073267
998304,Kab. Konawe Selatan,MultiPolygon,"-4,311582541","122,6827776",0.3347936395202016,0.34908054544468137
998299,Kab. Pasangkayu,MultiPolygon,"-1,473240443","119,4593016",0.3396701943753941,0.34633624452533157
998278,Kab. Bone Bolango,Polygon,"0,396124434","123,2655604",0.3371010396938127,0.34160671657986147
998261,Kab. Pohuwato,MultiPolygon,"0,660706448","121,5343956",0.34378762601601953,0.35038056344696933
998257,Kota Tomohon,Polygon,"1,328474499","124,7912822",0.4087452836470164,0.4121028214271626
998240,Kab. Minahasa Selatan,MultiPolygon,"1,121346553","124,4691256",0.3529516971472538,0.35514601582228505
998236,Kab. Balangan,Polygon,"-2,204874377","115,6448743",0.4115456259371053,0.4214824206419675
998222,Kab. Tanah Bumbu,MultiPolygon,"-3,476616761","115,711527",0.3980486505681811,0.42275340070628115
998215,Kab. Kaur,Polygon,"-4,658162873","103,4552846",0.3425381253945696,0.3477835360440343
998201,Kab. Seluma,Polygon,"-4,159319629","102,6966338",0.3464545479206123,0.3583903734611752
998193,Kab. Belitung Timur,MultiPolygon,"-2,99073203","108,1756851",0.3420409663036615,0.3481040507615216
998189,Kab. Bangka Selatan,MultiPolygon,"-2,879508321","106,6206161",0.34078192200323504,0.3488922489050659
998172,Kab. Bangka Tengah,MultiPolygon,"-2,367410956","106,2213062",0.35428347192629406,0.36684620866871864
998168,Kab. Bangka Barat,MultiPolygon,"-1,736796181","105,5010934",0.34756811276830823,0.35857067994397157
998151,Kab. Humbang Hasundutan,MultiPolygon,"2,248641213","98,69477061",0.36071549849076673,0.3682121508049249
998147,Kab. Pakpak Bharat,Polygon,"2,565656968","98,19114047",0.37541664200599756,0.3820635616418086
998130,Kab. Nias Selatan,MultiPolygon,"0,078352107","98,2653798",0.3103000586923925,0.30973058218907745
998126,Kota Banjar,Polygon,"-7,377975249","108,5481515",0.5435359577217478,0.560244590682213
997625,Kota Bima,Polygon,"-8,434425803","118,7745994",0.3666836393722375,0.3815064832899303
997611,Kota Pariaman,MultiPolygon,"-0,614217951","100,1442733",0.3855330033735794,0.4065852802931655
997604,Kota Palopo,MultiPolygon,"-2,980834485","120,1562743",0.36312831686000635,0.39485487196180613
997599,Kab. Mamasa,Polygon,"-2,983785439","119,5183674",0.3360562287918251,0.3370417986012472
997582,Kab. Parigi Moutong,MultiPolygon,"-0,072227366","120,5044684",0.3045480007595486,0.3045480007595486
997578,Kab. Rote Ndao,MultiPolygon,"-10,69590723","123,1727772",0.325865521671796,0.32925659796204165
997561,Kab. Penajam Paser Utara,MultiPolygon,"-1,135637554","116,625245",0.39942893904869026,0.4057981178977275
997557,Kab. Banyuasin,MultiPolygon,"-2,320450036","104,6495408",0.350363461272885,0.3649868805239903
997540,Kab. Barito Timur,Polygon,"-2,00509462","115,3084677",0.40611466841264154,0.4084950703322284
997536,Kab. Murung Raya,Polygon,"0,03924642","113,8845799",0.3491874124546245,0.34962646484375054
997522,Kab. Pulang Pisau,Polygon,"-3,281707151","113,8721038",0.3447706249506787,0.34680150504064056
997515,Kab. Gunung Mas,Polygon,"-0,679913553","113,4752426",0.3482919650607642,0.3517126958057133
997501,Kab. Lamandau,Polygon,"-1,799907199","111,3384078",0.3543110795454545,0.3569194200303821
997493,Kab. Sukamara,Polygon,"-2,707173241","111,069472",0.36015797624684354,0.3623417956419664
997489,Kab. Seruyan,Polygon,"-2,093082919","112,0990099",0.3661658146405459,0.3674908570568966
997472,Kab. Katingan,MultiPolygon,"-2,27887557","113,0949484",0.36598637744633866,0.36954565183080806
997468,Kab. Aceh Tamiang,MultiPolygon,"4,310345927","98,05106646",0.40821319271819656,0.4222226969401041
997451,Kab. Nagan Raya,Polygon,"4,122246197","96,51735791",0.3667743536438606,0.37214070638020774
997447,Kab. Aceh Jaya,MultiPolygon,"4,862741465","95,4953366",0.33511715667416364,0.33467767888849403
997430,Kab. Gayo Lues,Polygon,"3,892815374","97,44188462",0.3255431019176134,0.32739516133009744
997426,Kab. Aceh Barat Daya,MultiPolygon,"3,801342687","96,76451341",0.3518381507950599,0.35112138227982914
997412,Kab. Kepulauan Talaud,MultiPolygon,"4,208297749","126,7934797",0.31385306926688783,0.3144157455906725
994782,Kota Bau-bau,MultiPolygon,"-5,439229675","122,6603062",0.3510528872711485,0.36662495930989536
994775,Kota Singkawang,Polygon,"0,895646844","109,0489556",0.3686735765861742,0.38205264929569105
994761,Kota Batu,Polygon,"-7,859529972","112,5450726",0.5301383956755054,0.5467658888691602
994754,Kota Cimahi,Polygon,"-6,880257751","107,545021",0.5563220091540398,0.567514031920771
994740,Kota Tasikmalaya,Polygon,"-7,355806037","108,2292557",0.5483306206597219,0.5673349399759309
994733,Kota Lubuk Linggau,Polygon,"-3,320900119","102,8891138",0.41659269698942464,0.4491539171006935
994729,Kota Pagar Alam,Polygon,"-4,105786107","103,2893082",0.36628641764322856,0.37105797353416964
994712,Kota Prabumulih,Polygon,"-3,473692991","104,2288495",0.5085534729620426,0.5249014066445709
994708,Kota Tanjung Pinang,MultiPolygon,"0,913011614","104,4557319",0.39868540137705094,0.423355638908617
994690,Kota Padang Sidempuan,Polygon,"1,339331336","99,29865492",0.37075961642795197,0.3863467623007416
994686,Kota Lhokseumawe,Polygon,"5,170073792","97,11275451",0.42542296130247775,0.44237976074218693
994672,Kota Langsa,MultiPolygon,"4,500031392","98,01226735",0.38975850423177105,0.40159916424992176
993401,Kab. Mimika,MultiPolygon,"-4,525184959","136,2562763",0.34542818936434655,0.3455423744278729
993393,Kab. Paniai,Polygon,"-3,859066276","136,5741145",0.32874360672151165,0.33042761600378745
993389,Kab. Puncak Jaya,Polygon,"-3,278204173","137,8621025",0.3420126620205966,0.341617906358507
993372,Kab. Simeulue,MultiPolygon,"2,590405217","96,15669503",0.3245764036852899,0.32524709374013505
993368,Kota Kupang,Polygon,"-10,20054386","123,5986864",0.3583768409189551,0.3757839626736116
993351,Kab. Tanggamus,MultiPolygon,"-5,584712573","104,8292362",0.40023068206478846,0.40942443847656224
993347,Kab. Tulang Bawang,MultiPolygon,"-4,460985497","105,4676524",0.4197830970841222,0.4626779883798927
993330,Kota Bekasi,Polygon,"-6,303436937","106,9635692",0.618646172417534,0.6238094938644252
993326,Kota Kendari,MultiPolygon,"-3,990004742","122,5652435",0.3694727487275095,0.41311954999210787
993312,Kota Jayapura,MultiPolygon,"-2,566866398","140,7266335",0.36164367059264496,0.366316793422506
993305,Kab. Nabire,MultiPolygon,"-3,222462069","135,3236306",0.32543755425347165,0.33372834176728183
993290,Kab. Jayawijaya,Polygon,"-4,126760517","138,8750249",0.33994945179332375,0.3373477326980749
993283,Kab. Merauke,MultiPolygon,"-7,960905872","138,9715252",0.3523683921736898,0.3525478971847379
993279,Kab. Fak Fak,MultiPolygon,"-2,932125764","132,4218578",0.33264050416272056,0.3352570443201548
993262,Kab. Sorong,MultiPolygon,"-1,053687448","131,4113096",0.3726172059955022,0.3770653125493213
993258,Kab. Kepulauan Yapen,MultiPolygon,"-1,747256538","136,0628748",0.3223747484611741,0.3239947201507261
993241,Kab. Manokwari,MultiPolygon,"-0,924417975","133,810166",0.34496762054135066,0.354185828006628
993237,Kab. Biak Numfor,MultiPolygon,"-1,082068865","135,7470616",0.3219721568714483,0.3231918612393465
993220,Kab. Jayapura,MultiPolygon,"-2,573054039","140,2718836",0.35657771563289153,0.3584091279000951
993202,Kota Ambon,MultiPolygon,"-3,68764252","128,1884885",0.33787008266256313,0.34538801713423295
993194,Kab. Halmahera Tengah,MultiPolygon,"0,281824945","128,7413801",0.31204908582899243,0.31251340307370573
993180,Kab. Halmahera Barat,MultiPolygon,"1,395942587","127,5308105",0.3313095246902619,0.3327725867069125
993173,Kab. Maluku Tenggara,MultiPolygon,"-5,703630302","132,8701112",0.32518412888652104,0.3298408647017044
993169,Kab. Maluku Tengah,MultiPolygon,"-3,607767028","128,9886121",0.3063355725220965,0.30684372410629734
993148,Kab. Kolaka,MultiPolygon,"-4,150182496","121,5199887",0.33982324465356645,0.35950949928977316
993131,Kab. Muna,MultiPolygon,"-4,780986216","122,7101773",0.34396058978456473,0.3542267400568181
993127,Kab. Buton,MultiPolygon,"-5,323880506","122,8967428",0.34371437149818446,0.3549866215869631
993110,Kab. Konawe,MultiPolygon,"-3,662343831","121,9817649",0.35408193877249017,0.36937612822561544
993091,Kota Bitung,MultiPolygon,"1,466433854","125,2211477",0.3582149991122159,0.36264495541351077
993084,Kota Gorontalo,Polygon,"0,52076628","123,0562155",0.3671196584990535,0.37858352198745254
993070,Kota Manado,MultiPolygon,"1,577223295","124,7843758",0.37035468823982054,0.37285138987531574
993063,Kab. Sangihe,MultiPolygon,"3,591140485","125,5627804",0.31267034357244283,0.3140888129340275
993059,Kab. Bolaang Mongondow,MultiPolygon,"0,802434949","123,954355",0.3383833698311239,0.34227965075560196
993042,Kab. Minahasa,MultiPolygon,"1,321937736","124,8165372",0.4099030959004097,0.4129964316011682
993038,Kab. Gorontalo,Polygon,"0,597614569","122,7896985",0.37973092127327984,0.3983083520754421
993017,Kota Palu,Polygon,"-0,814801212","119,8737108",0.38956386373500623,0.40344351720328325
993000,Kab. Banggai,MultiPolygon,"-0,896735166","122,7679963",0.3390745775627372,0.3434333138514047
992998,Kab. Toli-Toli,MultiPolygon,"1,023141941","120,6624732",0.32793072941327256,0.3320406827059655
992981,Kab. Donggala,MultiPolygon,"-0,301313944","119,7813131",0.3284809397687818,0.3347476165463229
992977,Kab. Poso,MultiPolygon,"-1,511503618","120,5648456",0.3540128580729169,0.3607899983723961
992956,Kota Pare-pare,Polygon,"-4,023792482","119,6538658",0.3844773972636511,0.41517952350655063
992942,Kota Makassar,MultiPolygon,"-5,131838044","119,4312243",0.42804509943181845,0.43990762729837424
992935,Kab. Enrekang,Polygon,"-3,45395044","119,8858946",0.3451861140703911,0.35757880933357006
992921,Kab. Polewali Mandar,MultiPolygon,"-3,363315633","119,2056858",0.3521303365688132,0.3635225238222059
992914,Kab. Soppeng,Polygon,"-4,339853577","119,8929216",0.39002833510890156,0.4194051291725862
992900,Kab. Pangkajene Kepulauan,MultiPolygon,"-6,185371593","118,2622575",0.304540436099274,0.304540436099274
992892,Kab. Sidenreng Rappang,Polygon,"-3,859026536","119,8998269",0.4097541762843279,0.4511364561138739
992888,Kab. Barru,MultiPolygon,"-4,369491905","119,6622715",0.35251985800386704,0.36618455674913214
992871,Kab. Takalar,MultiPolygon,"-5,457061992","119,3476754",0.3861410923196813,0.39660069321141095
992867,Kab. Kepulauan Selayar,MultiPolygon,"-6,932425322","120,9405182",0.30616191208964644,0.30667805373066587
992850,Kab. Jeneponto,MultiPolygon,"-5,541235737","119,7218361",0.4162208942451861,0.43477195046164735
992846,Kab. Bantaeng,Polygon,"-5,491358543","119,9698593",0.42506016586766165,0.4475095683396466
992832,Kab. Bulukumba,MultiPolygon,"-5,459034029","120,2539288",0.388958142213147,0.41473251805161004
992825,Kab. Sinjai,MultiPolygon,"-5,20965562","120,1181896",0.3813912069917931,0.4000193647904824
992811,Kab. Luwu,MultiPolygon,"-3,081491724","120,159793",0.36105600068063426,0.38751106031013277
992804,Kab. Majene,MultiPolygon,"-3,251134887","118,8994748",0.3297555881076386,0.33501597394846905
992799,Kab. Maros,MultiPolygon,"-4,955691213","119,7028021",0.41086631081321057,0.4254242251617737
992782,Kab. Tana Toraja,Polygon,"-2,995062465","119,6781583",0.3536288606277617,0.3689217800564241
992778,Kab. Bone,MultiPolygon,"-4,713815259","120,1393939",0.365611079052241,0.3887589209970801
992761,Kab. Mamuju,MultiPolygon,"-2,479607061","119,3240456",0.33812318127564756,0.34708255652225317
992757,Kab. Wajo,Polygon,"-4,036198606","120,1918524",0.3792953768643465,0.40980281945430835
992740,Kab. Gowa,Polygon,"-5,376857615","119,7135064",0.4431672992128318,0.46628245960582343
992736,Kab. Pinrang,MultiPolygon,"-3,735303633","119,5943531",0.3817891253847063,0.40585655135337695
992579,Kab. Sumba Barat,MultiPolygon,"-9,651662697","119,346443",0.33900819104127194,0.34297592625473505
992562,Kab. Sumba Timur,MultiPolygon,"-9,886143895","120,172761",0.34339019467132237,0.34460974491003754
992558,Kab. Manggarai,MultiPolygon,"-8,570010669","120,3906861",0.3476471440479012,0.35380401919586474
992541,Kab. Ngada,MultiPolygon,"-8,600385942","120,9787173",0.34671439739188725,0.3502332529395511
992537,Kab. Ende,MultiPolygon,"-8,669188469","121,8209513",0.33582848134666954,0.33971487334280287
992520,Kab. Flores Timur,MultiPolygon,"-8,359646705","122,9533097",0.3301527235243057,0.336901331429529
992516,Kab. Sikka,MultiPolygon,"-8,59185898","122,1680595",0.3305448219992892,0.3356719292534721
992502,Kab. Alor,MultiPolygon,"-8,330551808","124,3721219",0.325791490342882,0.32872363774463376
992494,Kab. Timor Tengah Selatan,Polygon,"-9,69528752","124,391574",0.3548690580117582,0.3683727842388733
992480,Kab. Timor Tengah Utara,Polygon,"-9,377069649","124,4941406",0.3564229206123734,0.3638843389954235
992473,Kab. Belu,Polygon,"-9,196404231","124,937926",0.3548497856987849,0.3581316398851802
992469,Kab. Kupang,MultiPolygon,"-10,07124921","123,6915415",0.3686912829466541,0.38427850896661886
992448,Kota Mataram,Polygon,"-8,593928658","116,1187352",0.44438237970525574,0.4511658639618847
992431,Kab. Dompu,MultiPolygon,"-8,481588589","118,1921683",0.35014144126815044,0.3549526391848174
992427,Kab. Sumbawa,MultiPolygon,"-8,61303032","117,5110934",0.3640062551787401,0.3750158136541196
992410,Kab. Bima,MultiPolygon,"-8,520404215","118,7507301",0.37413315898240157,0.39008034446022716
992406,Kab. Lombok Timur,MultiPolygon,"-8,660588062","116,5393242",0.45076244007457433,0.46031902891216836
992391,Kab. Lombok Tengah,MultiPolygon,"-8,757795836","116,2752301",0.4869051106770823,0.5000475457702019
992384,Kab. Lombok Barat,MultiPolygon,"-8,748041463","116,0402299",0.41509956128669484,0.4243275528724745
992363,Kota Denpasar,MultiPolygon,"-8,672005272","115,2072534",0.42803186281762917,0.4317406795000784
992359,Kab. Tabanan,MultiPolygon,"-8,419911237","115,0557776",0.4473603897865375,0.46834143436316267
992342,Kab. Badung,MultiPolygon,"-8,577711576","115,1993253",0.4628802120324334,0.4707578100339335
992338,Kab. Bangli,Polygon,"-8,332628495","115,3399688",0.47807579579979503,0.5245404607599425
992321,Kab. Karangasem,MultiPolygon,"-8,398074385","115,5382321",0.42425866945825397,0.44411952163233936
992317,Kab. Gianyar,Polygon,"-8,499604244","115,3115841",0.4877112432922979,0.5060215127347693
992300,Kab. Klungkung,MultiPolygon,"-8,602248878","115,4202048",0.45744032734572293,0.46699290882457467
992295,Kab. Jembrana,MultiPolygon,"-8,309775668","114,6845043",0.38258457376499333,0.39323555994515486
992281,Kab. Buleleng,MultiPolygon,"-8,200656074","114,9184977",0.39480673433554286,0.4105767082445552
992260,Kota Banjarmasin,Polygon,"-3,340148365","114,5784617",0.4272494414358422,0.4549105989090125
992253,Kab. Hulu Sungai Utara,Polygon,"-2,484298868","115,2442003",0.40262701477667284,0.4270951334635414
992249,Kab. Kotabaru,MultiPolygon,"-3,501050265","116,1383854",0.3670281982421882,0.38785950323547913
992232,Kab. Tabalong,Polygon,"-1,823479114","115,5122313",0.35724925648082395,0.35878092447916665
992228,Kab. Barito Kuala,MultiPolygon,"-3,229985307","114,5722559",0.42412215415877536,0.4476024774108266
992211,Kab. Hulu Sungai Tengah,Polygon,"-2,656861048","115,5548714",0.37191539417613667,0.387318774907275
992207,Kab. Hulu Sungai Selatan,Polygon,"-2,719344463","115,3059061",0.3971538320213854,0.42037145132970305
992192,Kab. Tapin,Polygon,"-3,02323848","115,1339392",0.4120540364583334,0.4376818909307929
992185,Kab. Tanah Laut,MultiPolygon,"-3,773256756","114,8740722",0.3899248712713065,0.4111255745935919
992171,Kab. Banjar,Polygon,"-3,315342212","114,9426625",0.42494074657709885,0.4598161978673448
992150,Kota Balikpapan,MultiPolygon,"-1,169010348","116,8595077",0.41234344174163495,0.4296162923177086
992143,Kota Samarinda,Polygon,"-0,476888758","117,190146",0.5266531834457857,0.5447522034307923
992139,Kab. Berau,MultiPolygon,"1,652796449","117,9861615",0.3416495151712439,0.3431428481593277
992122,Kab. Bulungan,MultiPolygon,"3,10002905","117,4613375",0.3478456377742267,0.34899333915325187
992118,Kab. Paser,Polygon,"-1,453248485","116,284525",0.36429773195825443,0.3676471440479011
992101,Kab. Kutai Kartanegara,MultiPolygon,"-0,662161385","117,3480736",0.4853151510219378,0.4825854738794193
992082,Kota Palangkaraya,Polygon,"-2,199877332","113,876417",0.36574850063131314,0.3719559054904512
992075,Kab. Kotawaringin Barat,MultiPolygon,"-2,705300126","111,815659",0.3721404967645197,0.37768025716145887
992061,Kab. Kotawaringin Timur,MultiPolygon,"-2,539020792","112,7844798",0.3813279832011516,0.3899300376815027
992054,Kab. Barito Selatan,Polygon,"-1,772335563","115,0127081",0.3681807146168716,0.3709894785254888
992040,Kab. Barito Utara,Polygon,"-0,812883177","115,1547538",0.36992140028211773,0.37566450022687853
992033,Kab. Kapuas,MultiPolygon,"-1,965223341","114,3061109",0.359574295198074,0.3595991593177867
992012,Kota Pontianak,Polygon,"-0,040666799","109,3416469",0.4639945475260418,0.4806957637902465
992008,Kab. Ketapang,MultiPolygon,"-1,245108769","110,2989678",0.34625040690104114,0.3538963795671555
991993,Kab. Kapuas Hulu,Polygon,"1,013762593","113,1525572",0.33576148447364285,0.34038385564630685
991989,Kab. Mempawah,MultiPolygon,"0,381700927","109,1295003",0.3793465045967486,0.39675672126538836
991972,Kab. Sintang,Polygon,"0,245386795","111,6694104",0.3637024788904673,0.3729790766552236
991968,Kab. Sanggau,Polygon,"0,043121132","110,1521883",0.3658621184994478,0.3724394025706283
991951,Kab. Sambas,Polygon,"1,368056815","109,3209049",0.3761295942826699,0.39757310038865223
991930,Kota Madiun,MultiPolygon,"-7,627765741","111,526913",0.5539272115688121,0.5671650279651986
991926,Kota Kediri,Polygon,"-7,831098942","112,0198118",0.5516412970032347,0.5565245287346114
991912,Kota Blitar,Polygon,"-8,094420998","112,1705826",0.5506829094164298,0.5637715780855428
991905,Kota Probolinggo,Polygon,"-7,762817477","113,2160439",0.45541494041982317,0.4642977072975854
991890,Kota Pasuruan,Polygon,"-7,642148533","112,9130296",0.49118185024068833,0.49392224860913875
991883,Kota Malang,Polygon,"-7,978317025","112,6252952",0.5295989065459272,0.5427576978278884
991879,Kota Mojokerto,Polygon,"-7,474977074","112,435701",0.5905670967487371,0.5929849027383195
991862,Kota Surabaya,Polygon,"-7,247399618","112,7641307",0.5292182259607795,0.5279418390447437
991858,Kab. Lamongan,MultiPolygon,"-6,978168888","112,3344311",0.5198594526811077,0.5215639981356532
991841,Kab. Tuban,Polygon,"-6,84396649","111,9531768",0.47116649897411633,0.4790000406901042
991837,Kab. Bojonegoro,Polygon,"-7,259265298","111,8291047",0.5381997094973164,0.5617634536280767
991820,Kab. Pacitan,MultiPolygon,"-8,219153416","111,1943033",0.40477340544113,0.456574781013258
991816,Kab. Ponorogo,Polygon,"-7,95812186","111,4871443",0.5054346134686709,0.5602624943280465
991802,Kab. Magetan,Polygon,"-7,637303376","111,3952605",0.5734816425978536,0.582912745620265
991794,Kab. Ngawi,Polygon,"-7,464870227","111,4295693",0.543170116694286,0.5651190247198549
991780,Kab. Madiun,Polygon,"-7,602244706","111,5834192",0.5452879194779832,0.5630731262823547
991773,Kab. Blitar,MultiPolygon,"-8,265354351","112,2098923",0.46917471837515823,0.47911293723366544
991769,Kab. Trenggalek,MultiPolygon,"-8,281936706","111,6032134",0.4239283582899309,0.45428051881115805
991752,Kab. Nganjuk,Polygon,"-7,566910664","111,93512",0.521401761758207,0.5504885278566916
